Kod,Ders,Öğretim Yöntemi,Eğitmen,Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm Sınırlaması,CRN
ITB 214E,The Modern Middle East,Physical (Face to face),Umut Uzer,Tuesday / Wednesday,10:30/14:29 / 10:30/13:29,FEB / FEB / D206 / D206,0,30,"ARC_LS, BES_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_3T_LS, CAB_4T_LS, CAB_BG_LS, CAB_DL_LS, CAB_DS_LS, CAB_KA_LS, CAB_KE_LS, CAB_KL_LS, CAB_KM_LS, CAB_KO_LS, CAB_LS, CAB_ME_LS, CAB_NE_LS, CAB_TA_LS, CAB_TN_LS, CAB_UD_LS, CAB_VC_LS, CAB_VI_LS, CAB_VS_LS, CEB_LS, CEN_LS, CES_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHN_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENT_LS, ENTE_LS, ESS_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IEBE_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, KON_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MBI_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MSS_LS, MTM_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SAS_LS, SBL_LS, SBP_LS, SBPE_LS, SDU_LS, SECE_LS, SED_LS, SEK_LS, SEN_LS, SES_LS, SES_TH_LS, SES_TS_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS, TEB_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",30196
ITB 214E,The Modern Middle East,Physical (Face to face),Umut Uzer,Tuesday / Wednesday,14:30/17:29 / 13:30/17:29,FEB / FEB / D206 / D206,0,30,"ARC_LS, BES_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_3T_LS, CAB_4T_LS, CAB_BG_LS, CAB_DL_LS, CAB_DS_LS, CAB_KA_LS, CAB_KE_LS, CAB_KL_LS, CAB_KM_LS, CAB_KO_LS, CAB_LS, CAB_ME_LS, CAB_NE_LS, CAB_TA_LS, CAB_TN_LS, CAB_UD_LS, CAB_VC_LS, CAB_VI_LS, CAB_VS_LS, CEB_LS, CEN_LS, CES_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHN_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENT_LS, ENTE_LS, ESS_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IEBE_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, KON_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MBI_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MSS_LS, MTM_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SAS_LS, SBL_LS, SBP_LS, SBPE_LS, SDU_LS, SECE_LS, SED_LS, SEK_LS, SEN_LS, SES_LS, SES_TH_LS, SES_TS_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS, TEB_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",30197
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Aytekin Çökelez,Monday / Tuesday,08:30/11:29 / 08:30/12:29,FEB / FEB / D103 / D103,0,35,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30198
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Aytekin Çökelez,Monday / Tuesday,11:30/14:29 / 12:30/16:29,FEB / FEB / D103 / D103,0,35,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30199
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Aytekin Çökelez,Monday / Wednesday,14:30/17:29 / 08:30/12:29,FEB / FEB / D103 / D103,0,35,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30200
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Aytekin Çökelez,Wednesday / Thursday,12:30/16:29 / 08:30/11:29,FEB / FEB / D103 / D103,0,35,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30201
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Tuncay Zorlu,Tuesday / Thursday,08:30/11:29 / 08:30/12:29,FEB / FEB / D306 / D306,0,30,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30308
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Tuncay Zorlu,Tuesday / Thursday,12:30/15:29 / 12:30/16:29,FEB / FEB / D306 / D306,0,30,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30309
ITB 218,Bilim ve Teknoloji Tarihi,Physical (Face to face),Aytekin Çökelez,Thursday / Friday,11:30/15:29 / 08:30/11:29,FEB / FEB / D103 / D103,0,35,"BIO_LS, BLG_LS, BST_LS, CAB_LS, CEB_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEO_LS, KIM_LS, KMM_LS, KMP_LS, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MKN_LS, MTO_LS, MTR_LS, MUT_LS, MUZ_LS, MZT_LS, PEM_LS, PET_LS, SAO_OL, SBP_LS, SES_LS, TEB_LS, TEK_LS, THO_LS, UCK_LS, UZB_LS",30411
JEO 112,Genel Jeoloji,Physical (Face to face),Kürşad Kadir Eriş,Wednesday,08:30/15:29,MDB / --,0,35,"JEO_LS, MAD_LS",30300
JEO 348,Sedimenter Kayaç Petrografisi,Physical (Face to face),Kürşad Kadir Eriş,Thursday / Thursday,08:30/11:29 / 13:30/17:29,MDB / MDB / -- / --,0,25,JEO_LS,30301
KIM 101,Genel Kimya I,Physical (Face to face),Altuğ Mert Sevim,Tuesday / Wednesday,08:30/11:59 / 14:00/17:29,MED / MED / A31 / A31,0,75,"BIO_LS, BLG_LS, CHZ_LS, DEN_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, GID_LS, HTA_LS, IBM_LS, IML_LS, INS_LS, JEF_LS, JEO_LS, KIM_YD, KMM_LS, KMM_YD, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, PET_LS, ROS_LS, TEK_LS, TEK_YD, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD",30232
KIM 101,Genel Kimya I,Physical (Face to face),Cüneyt Hüseyin Ünlü,Tuesday / Thursday,13:30/17:29 / 10:30/13:29,MED / MED / A32 / A32,0,75,"BIO_LS, BLG_LS, CHZ_LS, DEN_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, GID_LS, HTA_LS, IBM_LS, IML_LS, INS_LS, JEF_LS, JEO_LS, KIM_YD, KMM_LS, KMM_YD, KOM_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, PET_LS, ROS_LS, TEK_LS, TEK_YD, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD",30233
KIM 101E,General Chemistry I,Physical (Face to face),Altuğ Mert Sevim,Tuesday / Thursday,14:00/17:29 / 08:30/11:59,MED / MED / A31 / A31,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30234
KIM 101E,General Chemistry I,Physical (Face to face),Muhammet Übeydullah Kahveci,Tuesday / Thursday,08:30/11:59 / 08:30/11:59,MED / MED / A33 / A33,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30235
KIM 101E,General Chemistry I,Physical (Face to face),Cüneyt Hüseyin Ünlü,Wednesday / Thursday,13:30/17:29 / 13:30/16:29,MED / MED / A32 / A32,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30236
KIM 101E,General Chemistry I,Physical (Face to face),Abdullah Aydoğan,Monday / Wednesday,08:30/11:59 / 08:30/11:59,MED / MED / A33 / A33,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30237
KIM 101E,General Chemistry I,Physical (Face to face),Muhammet Übeydullah Kahveci,Tuesday / Thursday,13:30/16:59 / 13:30/16:59,MED / MED / A33 / A33,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30238
KIM 101E,General Chemistry I,Physical (Face to face),Abdullah Aydoğan,Monday / Wednesday,14:00/17:29 / 14:00/17:29,MED / MED / A33 / A33,0,70,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, EEE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEK_YD, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, VBAE_LS",30239
KIM 202,Fiziksel Kimya,Physical (Face to face),Erdem Yavuz,Monday / Tuesday,08:30/11:59 / 08:30/11:59,FEB / FEB / D201 / D201,0,50,"BIO_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELH_LS, ELK_LS, GEM_LS, GEMK_LS, GID_LS, GMI_LS, INS_LS, JEF_LS, JEO_LS, KIM_YD, KMM_LS, KOM_LS, MAD_LS, MEN_LS, MET_LS, PET_LS, ROS_LS, TEL_LS",30240
KIM 202E,Physical Chemistry,Physical (Face to face),Erdem Yavuz,Monday / Tuesday,13:30/16:59 / 13:30/16:59,FEB / FEB / D201 / D201,0,50,"BIO_LS, BIOE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, GEM_LS, GEME_LS, GEMK_LS, GID_LS, GMI_LS, INS_LS, INSE_LS, JEF_LS, JEO_LS, JEOE_LS, KIM_YD, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MEN_LS, MET_LS, METE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, TEL_LS",30241
KIM 224E,Inorganic Chemistry II,Physical (Face to face),Altuğ Mert Sevim,Wednesday / Thursday,08:30/11:59 / 14:00/17:29,FEB / FEB / D105 / D105,0,50,KIM_LS,30242
KIM 231,Organik Kimya I,Physical (Face to face),Cüneyt Hüseyin Ünlü,Tuesday / Wednesday,08:30/13:29 / 08:30/12:59,FEB / FEB / D205 / D205,0,50,KIM_LS,30243
MAD 446E,Computer Aided Mine Design,Physical (Face to face),Kürşat Hasözdemir,Wednesday / Thursday,13:30/16:29 / 08:30/12:29,MDB / MDB / -- / --,0,15,"MAD_LS, MAD_YD, MADE_LS",30342
MAK 201E,Engineering Mathematics,Physical (Face to face),Hakan Öksüzoğlu,Monday / Monday / Wednesday,10:00/12:29 / 13:30/16:59 / 14:00/17:29,MKB / MKB / MKB / D317 / D317 / D317,0,40,"IML_LS, MAK_LS",30414
MAK 205,Mukavemet I,Physical (Face to face),Hacı Abdullah Taşdemir,Tuesday / Thursday,13:30/17:29 / 14:30/17:29,MKB / MKB / A501 / A501,0,0,"MAK_LS, MKN_YD_MK",30423
MAK 205,Mukavemet I,Physical (Face to face),Adil Yücel,Tuesday / Tuesday,10:00/12:59 / 13:30/17:29,MKB / MKB / D318 / D318,0,40,"MAK_LS, MKN_YD_MK",30426
MAK 206,Mukavemet II,Physical (Face to face),Adil Yücel,Thursday / Thursday,10:00/12:59 / 13:30/17:29,MKB / MKB / D318 / D318,0,40,"MAK_LS, MKN_YD_MK",30428
MAK 210E,Engineering Mathematics,Physical (Face to face),Hakan Öksüzoğlu,Monday / Monday / Wednesday,10:00/12:29 / 13:30/16:59 / 14:00/17:29,MKB / MKB / MKB / D317 / D317 / D317,0,40,"IML_LS, MAK_LS",30415
MAK 213,Malzeme Bilimi,Physical (Face to face),Raşid Ahmed Yıldız,Tuesday / Wednesday / Wednesday,13:30/15:59 / 10:00/12:59 / 13:30/17:29,MKB / MKB / MKB / D355 / D355 / D355,0,40,"IML_LS, MAK_LS",30430
MAK 215,Termodinamik I,Physical (Face to face),-,-,-/-,- / -,0,40,-,30444
MAK 219,Mukavemet I,Physical (Face to face),Adil Yücel,Tuesday / Tuesday / Wednesday,10:00/12:59 / 13:30/17:29 / 10:00/12:29,MKB / MKB / MKB / D318 / D318 / D318,0,40,"MAK_LS, MKN_YD_MK",30427
MAK 220,Mukavemet II,Physical (Face to face),Adil Yücel,Wednesday / Thursday / Thursday,13:30/15:59 / 10:00/12:59 / 13:30/17:29,MKB / MKB / MKB / D318 / D318 / D318,0,40,"MAK_LS, MKN_YD_MK",30429
MAK 223,Malzeme Bilimi,Physical (Face to face),Raşid Ahmed Yıldız,Tuesday / Wednesday / Wednesday,13:30/15:59 / 10:00/12:59 / 13:30/17:29,MKB / MKB / MKB / D355 / D355 / D355,0,40,"IML_LS, MAK_LS",30431
MAK 228,Akışkanlar Mekaniği I,Physical (Face to face),"Sertaç Çadırcı , / Hasan Güneş",Tuesday / Thursday,09:00/12:59 / 14:00/16:59,MKB / MKB / A201 / A201,0,40,"MAK_LS, MAK_YD",30420
MAK 229,Akışkanlar Mekaniği II,Physical (Face to face),"Sertaç Çadırcı , / Hasan Güneş",Tuesday / Thursday,14:00/16:59 / 09:00/12:59,MKB / MKB / A201 / A201,0,40,MAK_LS,30421
MAK 234,Akışkanlar Mekaniği I,Physical (Face to face),"Sertaç Çadırcı , / Hasan Güneş",Tuesday / Thursday,09:00/12:59 / 14:00/16:59,MKB / MKB / A201 / A201,0,40,"MAK_LS, MAK_YD",30418
MAK 307,İmal Usulleri,Physical (Face to face),Ali Gökşenli,Tuesday / Tuesday / Wednesday,08:30/12:29 / 13:30/14:59 / 08:30/12:29,MKB / MKB / MKB / A363 / A363 / A363,0,40,"MAK_LS, MAK_YD",30416
MAK 309,Mekanik Titreşimler,Physical (Face to face),Akif Yavuz,Monday / Tuesday,13:30/17:29 / 10:30/13:29,MKB / MKB / D360 / D360,0,40,"MAK_LS, MAK_YD, MKN_YD_MK",30413
MAK 310,Makina Teorisi,Physical (Face to face),Akif Yavuz,Wednesday / Wednesday,09:30/13:29 / 14:30/17:29,MKB / MKB / D360 / D360,0,40,"MAK_LS, MKN_YD_MK",30425
MAK 315,Mekanik Titreşimler,Physical (Face to face),Akif Yavuz,Monday / Tuesday,10:30/13:29 / 13:30/17:29,MKB / MKB / D360 / D360,0,40,"MAK_LS, MAK_YD, MKN_YD_MK",30412
MAK 324,Makina Teorisi,Physical (Face to face),Akif Yavuz,Wednesday / Wednesday,09:30/13:29 / 14:30/17:29,MKB / MKB / D360 / D360,0,40,"MAK_LS, MKN_YD_MK",30424
MAK 335,Akışkanlar Mekaniği II,Physical (Face to face),"Sertaç Çadırcı , / Hasan Güneş",Tuesday / Thursday,14:00/16:59 / 09:00/12:59,MKB / MKB / A201 / A201,0,40,MAK_LS,30419
MAK 353,İmal Usulleri,Physical (Face to face),Ali Gökşenli,Tuesday / Tuesday / Wednesday,08:30/12:29 / 13:30/14:59 / 08:30/12:29,MKB / MKB / MKB / A363 / A363 / A363,0,40,"MAK_LS, MAK_YD",30417
